
1 ,  0.1 ,  15905.877892639
2 ,  0.1 ,  15905.877892639
3 ,  0.1 ,  15849.3836121948
4 ,  0.1 ,  15849.3836121948
5 ,  0.1 ,  15849.3836121948
6 ,  0.1 ,  15843.3222808551
7 ,  0.1 ,  15843.3222808551
8 ,  0.1 ,  15843.3222808551
9 ,  0.1 ,  15843.3222808551
10 ,  0.1 ,  15843.3222808551
11 ,  0.1 ,  15843.3222808551
12 ,  0.1 ,  15843.3222817047
13 ,  0.1 ,  15843.3222817047
14 ,  0.1 ,  15843.3222817047
15 ,  0.1 ,  15791.4717041167
16 ,  0.1 ,  15791.4717041167
17 ,  0.1 ,  15791.4717041167
18 ,  0.1 ,  15791.4717041167
19 ,  0.1 ,  15791.4717041167
20 ,  0.1 ,  15791.4717041167

1 ,  0.2 ,  15905.8778925867
2 ,  0.2 ,  15905.8778925867
3 ,  0.2 ,  15791.4717040582
4 ,  0.2 ,  15791.4717040582
5 ,  0.2 ,  15791.4717040582
6 ,  0.2 ,  15791.4717040582
7 ,  0.2 ,  15791.4717040582
8 ,  0.2 ,  15791.4717040582
9 ,  0.2 ,  15791.4717040582
10 ,  0.2 ,  15791.4717040582
11 ,  0.2 ,  15791.4717040582
12 ,  0.2 ,  15791.4717040582
13 ,  0.2 ,  15791.4717040582
14 ,  0.2 ,  15791.4717040582
15 ,  0.2 ,  15791.4717040582
16 ,  0.2 ,  15791.4717040582
17 ,  0.2 ,  15791.4717040582
18 ,  0.2 ,  15783.7445130711
19 ,  0.2 ,  15783.7445130711
20 ,  0.2 ,  15783.7445130711

1 ,  0.3 ,  15791.4717042008
2 ,  0.3 ,  15791.4717042008
3 ,  0.3 ,  15791.4717042008
4 ,  0.3 ,  15791.4717042008
5 ,  0.3 ,  15791.4717042008
6 ,  0.3 ,  15791.4717042008
7 ,  0.3 ,  15791.4717042008
8 ,  0.3 ,  15783.7445130711
9 ,  0.3 ,  15783.7445130711
10 ,  0.3 ,  15783.7445130711
11 ,  0.3 ,  15783.7445130711
12 ,  0.3 ,  15783.7445130711
13 ,  0.3 ,  15783.7445130711
14 ,  0.3 ,  15783.7445130711
15 ,  0.3 ,  15783.7445130711
16 ,  0.3 ,  15783.7445130711
17 ,  0.3 ,  15783.7445130711
18 ,  0.3 ,  15783.7445130711
19 ,  0.3 ,  15783.7445130711
20 ,  0.3 ,  15783.7445130711

1 ,  0.4 ,  15905.8778927452
2 ,  0.4 ,  15787.0846272705
3 ,  0.4 ,  15787.0846272705
4 ,  0.4 ,  15787.0846272705
5 ,  0.4 ,  15787.0846272705
6 ,  0.4 ,  15787.0846272705
7 ,  0.4 ,  15787.0846272705
8 ,  0.4 ,  15787.0846272705
9 ,  0.4 ,  15787.0846272705
10 ,  0.4 ,  15787.0846272705
11 ,  0.4 ,  15787.0846272705
12 ,  0.4 ,  15787.0846272705
13 ,  0.4 ,  15787.0846272705
14 ,  0.4 ,  15783.7445136236
15 ,  0.4 ,  15783.7445136236
16 ,  0.4 ,  15783.7445136236
17 ,  0.4 ,  15783.7445136236
18 ,  0.4 ,  15783.7445136236
19 ,  0.4 ,  15783.7445136236
20 ,  0.4 ,  15783.7445136236

1 ,  0.5 ,  15965.6468181813
2 ,  0.5 ,  15850.5261994477
3 ,  0.5 ,  15849.3836121948
4 ,  0.5 ,  15849.3836121948
5 ,  0.5 ,  15849.3836121948
6 ,  0.5 ,  15849.383611269
7 ,  0.5 ,  15849.383611269
8 ,  0.5 ,  15783.7445136139
9 ,  0.5 ,  15783.7445136139
10 ,  0.5 ,  15783.7445136139
11 ,  0.5 ,  15783.7445136139
12 ,  0.5 ,  15783.7445136139
13 ,  0.5 ,  15783.7445136139
14 ,  0.5 ,  15783.7445136139
15 ,  0.5 ,  15783.7445136139
16 ,  0.5 ,  15783.7445136139
17 ,  0.5 ,  15783.7445136139
18 ,  0.5 ,  15783.7445136139
19 ,  0.5 ,  15783.7445136139
20 ,  0.5 ,  15783.7445136139

1 ,  0.6 ,  15965.7317039206
2 ,  0.6 ,  15787.0846272705
3 ,  0.6 ,  15787.0846272705
4 ,  0.6 ,  15783.7445130687
5 ,  0.6 ,  15783.7445130687
6 ,  0.6 ,  15783.7445130687
7 ,  0.6 ,  15783.7445130687
8 ,  0.6 ,  15783.7445130687
9 ,  0.6 ,  15783.7445130687
10 ,  0.6 ,  15783.7445130687
11 ,  0.6 ,  15783.7445130687
12 ,  0.6 ,  15783.7445132111
13 ,  0.6 ,  15783.7445132111
14 ,  0.6 ,  15783.7445132111
15 ,  0.6 ,  15783.7445132111
16 ,  0.6 ,  15783.7445132111
17 ,  0.6 ,  15783.7445132111
18 ,  0.6 ,  15783.7445132111
19 ,  0.6 ,  15783.7445132111
20 ,  0.6 ,  15783.7445132111

1 ,  0.7 ,  15843.3222808551
2 ,  0.7 ,  15843.3222808551
3 ,  0.7 ,  15843.3222808551
4 ,  0.7 ,  15843.3222808551
5 ,  0.7 ,  15843.3222808551
6 ,  0.7 ,  15807.9487198439
7 ,  0.7 ,  15807.9487198439
8 ,  0.7 ,  15807.9487195557
9 ,  0.7 ,  15807.9487195557
10 ,  0.7 ,  15807.9487195557
11 ,  0.7 ,  15807.9487195557
12 ,  0.7 ,  15807.94871956
13 ,  0.7 ,  15807.94871956
14 ,  0.7 ,  15807.94871956
15 ,  0.7 ,  15807.94871956
16 ,  0.7 ,  15787.0846272688
17 ,  0.7 ,  15787.0846272688
18 ,  0.7 ,  15787.0846272688
19 ,  0.7 ,  15783.7445130693
20 ,  0.7 ,  15783.7445130693

1 ,  0.8 ,  15843.322277089
2 ,  0.8 ,  15843.322277089
3 ,  0.8 ,  15841.6564241931
4 ,  0.8 ,  15841.6564241931
5 ,  0.8 ,  15841.6564241931
6 ,  0.8 ,  15841.6564241931
7 ,  0.8 ,  15841.6564241931
8 ,  0.8 ,  15807.9487197009
9 ,  0.8 ,  15807.9487197009
10 ,  0.8 ,  15783.7445132114
11 ,  0.8 ,  15783.7445132114
12 ,  0.8 ,  15783.7445132114
13 ,  0.8 ,  15783.7445132114
14 ,  0.8 ,  15783.7445132114
15 ,  0.8 ,  15783.7445132114
16 ,  0.8 ,  15783.7445132114
17 ,  0.8 ,  15783.7445132114
18 ,  0.8 ,  15783.7445132114
19 ,  0.8 ,  15783.7445132114
20 ,  0.8 ,  15783.7445132114

1 ,  0.9 ,  15843.3222817047
2 ,  0.9 ,  15843.3222817047
3 ,  0.9 ,  15841.6564233559
4 ,  0.9 ,  15841.6564204131
5 ,  0.9 ,  15841.6564204131
6 ,  0.9 ,  15841.6564204131
7 ,  0.9 ,  15841.6564204131
8 ,  0.9 ,  15783.7445136236
9 ,  0.9 ,  15783.7445136236
10 ,  0.9 ,  15783.7445136236
11 ,  0.9 ,  15783.7445136236
12 ,  0.9 ,  15783.7445136236
13 ,  0.9 ,  15783.7445136236
14 ,  0.9 ,  15783.7445136236
15 ,  0.9 ,  15783.7445136236
16 ,  0.9 ,  15783.7445136236
17 ,  0.9 ,  15783.7445136236
18 ,  0.9 ,  15783.7445136236
19 ,  0.9 ,  15783.7445136236
20 ,  0.9 ,  15783.7445136236
